latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-0.05856,104.59174,346.12,0.45,0.39,2025-07-19,637,N21,VIIRS,n,2.0NRT,302.4,16.96,D
-0.05501,104.5912,334.35,0.45,0.39,2025-07-19,637,N21,VIIRS,n,2.0NRT,298.25,16.96,D
0.66406,103.43446,343.45,0.45,0.39,2025-07-20,620,N21,VIIRS,n,2.0NRT,292.14,15.64,D
0.01934,103.38709,333.44,0.46,0.39,2025-07-20,620,N21,VIIRS,n,2.0NRT,292.22,4.3,D
-0.90397,103.2496,343.8,0.48,0.4,2025-07-20,620,N21,VIIRS,n,2.0NRT,299.0,8.65,D
-0.98849,103.33447,300.96,0.57,0.52,2025-07-20,1900,N21,VIIRS,n,2.0NRT,285.57,0.89,N
-1.17406,103.35921,303.63,0.58,0.52,2025-07-20,1900,N21,VIIRS,n,2.0NRT,288.31,1.24,N
-1.47082,103.96585,302.38,0.32,0.55,2025-07-20,1900,N21,VIIRS,n,2.0NRT,290.49,0.33,N
0.66398,103.43459,295.37,0.55,0.51,2025-07-20,1900,N21,VIIRS,n,2.0NRT,266.94,0.85,N
-1.46917,103.96505,340.39,0.59,0.52,2025-07-21,559,N21,VIIRS,n,2.0NRT,300.21,38.77,D
-0.86263,103.36685,331.69,0.63,0.54,2025-07-21,559,N21,VIIRS,n,2.0NRT,295.2,5.72,D
-1.10631,103.04637,333.31,0.33,0.56,2025-07-21,559,N21,VIIRS,n,2.0NRT,296.17,2.93,D
0.66252,103.43381,311.5,0.43,0.38,2025-07-21,1841,N21,VIIRS,n,2.0NRT,294.25,1.67,N
0.62126,103.206,306.37,0.42,0.38,2025-07-21,1841,N21,VIIRS,n,2.0NRT,292.86,0.9,N
0.56517,103.15884,337.79,0.42,0.38,2025-07-21,1841,N21,VIIRS,n,2.0NRT,296.1,3.23,N
0.56173,103.15831,323.96,0.42,0.38,2025-07-21,1841,N21,VIIRS,n,2.0NRT,294.01,3.23,N
0.56114,103.16204,304.37,0.42,0.38,2025-07-21,1841,N21,VIIRS,n,2.0NRT,292.18,3.23,N
-0.98914,103.33222,307.54,0.44,0.38,2025-07-21,1843,N21,VIIRS,n,2.0NRT,293.67,0.95,N
-1.10675,103.38798,315.82,0.44,0.39,2025-07-21,1843,N21,VIIRS,n,2.0NRT,293.0,1.52,N
-1.17453,103.35764,306.86,0.44,0.39,2025-07-21,1843,N21,VIIRS,n,2.0NRT,293.52,0.85,N
0.93205,104.65652,306.79,0.4,0.37,2025-07-22,1821,N21,VIIRS,n,2.0NRT,292.58,2.21,N
0.5659,103.15862,308.27,0.44,0.38,2025-07-22,1821,N21,VIIRS,n,2.0NRT,292.32,1.16,N
0.56238,103.1581,308.1,0.44,0.38,2025-07-22,1821,N21,VIIRS,n,2.0NRT,292.32,1.16,N
-0.11581,103.04549,304.06,0.44,0.38,2025-07-22,1821,N21,VIIRS,n,2.0NRT,292.38,0.48,N
-0.43135,103.13736,307.77,0.43,0.38,2025-07-22,1821,N21,VIIRS,n,2.0NRT,292.41,1.28,N
-1.0652,104.00556,307.23,0.4,0.37,2025-07-22,1821,N21,VIIRS,n,2.0NRT,292.42,0.5,N
-0.9886,103.33284,305.1,0.42,0.38,2025-07-22,1821,N21,VIIRS,n,2.0NRT,292.57,0.73,N
-1.16888,103.33984,307.61,0.42,0.38,2025-07-22,1821,N21,VIIRS,n,2.0NRT,292.7,1.37,N
-1.17521,103.35799,304.27,0.42,0.37,2025-07-22,1821,N21,VIIRS,n,2.0NRT,291.58,0.79,N
0.09117,103.49287,330.25,0.32,0.55,2025-07-23,703,N21,VIIRS,n,2.0NRT,291.17,2.49,D
0.09092,103.49378,328.35,0.32,0.55,2025-07-23,703,N21,VIIRS,n,2.0NRT,290.96,2.03,D
-0.17345,104.48283,328.5,0.37,0.58,2025-07-23,703,N21,VIIRS,n,2.0NRT,292.12,2.53,D
-0.02384,103.18786,303.34,0.55,0.51,2025-07-23,1804,N21,VIIRS,n,2.0NRT,290.91,0.76,N
-0.01667,103.04613,303.37,0.57,0.52,2025-07-23,1804,N21,VIIRS,n,2.0NRT,291.09,0.66,N
-0.43329,103.13477,304.85,0.55,0.51,2025-07-23,1804,N21,VIIRS,n,2.0NRT,292.21,0.93,N
-0.98583,103.33286,314.46,0.52,0.5,2025-07-23,1804,N21,VIIRS,n,2.0NRT,291.29,2.47,N
-1.16561,103.33752,303.49,0.52,0.5,2025-07-23,1804,N21,VIIRS,n,2.0NRT,291.2,0.95,N
-1.17387,103.35993,308.46,0.52,0.5,2025-07-23,1804,N21,VIIRS,n,2.0NRT,291.25,0.83,N
1.10958,104.29343,336.87,0.55,0.42,2025-07-24,644,N21,VIIRS,n,2.0NRT,294.46,10.33,D
-0.98576,103.33235,303.14,0.56,0.69,2025-07-24,1743,N21,VIIRS,n,2.0NRT,286.89,1.07,N
-1.32149,103.26659,302.1,0.56,0.69,2025-07-24,1745,N21,VIIRS,n,2.0NRT,288.81,1.06,N
0.28357,103.21484,336.34,0.4,0.37,2025-07-25,625,N21,VIIRS,n,2.0NRT,300.13,5.32,D
0.31181,103.30966,330.51,0.4,0.37,2025-07-25,625,N21,VIIRS,n,2.0NRT,295.59,3.07,D
-1.10503,103.36008,330.62,0.41,0.37,2025-07-25,625,N21,VIIRS,n,2.0NRT,299.13,2.32,D
-0.9065,103.25016,306.11,0.36,0.57,2025-07-25,1906,N21,VIIRS,n,2.0NRT,288.25,0.6,N
-0.9062,103.24892,304.04,0.36,0.58,2025-07-25,1906,N21,VIIRS,n,2.0NRT,288.1,0.72,N
-1.02513,103.36095,303.86,0.37,0.58,2025-07-25,1906,N21,VIIRS,n,2.0NRT,288.92,0.55,N
-1.09778,103.33923,335.62,0.37,0.58,2025-07-25,1906,N21,VIIRS,n,2.0NRT,289.13,3.69,N
-1.09829,103.34249,316.94,0.37,0.58,2025-07-25,1906,N21,VIIRS,n,2.0NRT,288.79,3.69,N
-1.10031,103.35561,313.71,0.37,0.58,2025-07-25,1906,N21,VIIRS,n,2.0NRT,289.19,2.15,N
-1.10561,103.3547,308.4,0.37,0.58,2025-07-25,1906,N21,VIIRS,n,2.0NRT,288.9,1.61,N
-1.17379,103.49152,307.41,0.38,0.59,2025-07-25,1906,N21,VIIRS,n,2.0NRT,288.92,0.69,N
-1.16713,103.33887,306.15,0.37,0.58,2025-07-25,1906,N21,VIIRS,n,2.0NRT,288.42,0.64,N
-1.17541,103.35768,311.17,0.37,0.58,2025-07-25,1906,N21,VIIRS,n,2.0NRT,288.85,1.01,N
-1.17403,103.35857,312.26,0.54,0.42,2025-07-26,1847,N21,VIIRS,n,2.0NRT,291.18,1.6,N
-0.98687,103.33216,305.23,0.53,0.42,2025-07-26,1847,N21,VIIRS,n,2.0NRT,291.14,1.12,N
-0.98835,103.33353,305.54,0.53,0.42,2025-07-26,1847,N21,VIIRS,n,2.0NRT,291.39,0.93,N
0.10168,103.03392,301.92,0.5,0.41,2025-07-26,1847,N21,VIIRS,n,2.0NRT,291.38,0.85,N
0.81635,104.61747,308.26,0.39,0.36,2025-07-27,1828,N21,VIIRS,n,2.0NRT,292.55,0.89,N
-1.17445,103.35963,308.66,0.39,0.36,2025-07-27,1828,N21,VIIRS,n,2.0NRT,291.17,0.83,N
-1.16792,103.33946,305.47,0.39,0.36,2025-07-27,1828,N21,VIIRS,n,2.0NRT,291.0,0.75,N
-1.02539,103.36201,304.74,0.39,0.36,2025-07-27,1828,N21,VIIRS,n,2.0NRT,291.2,0.52,N
-0.98689,103.33266,309.84,0.39,0.36,2025-07-27,1828,N21,VIIRS,n,2.0NRT,291.36,0.8,N
-1.06701,104.32019,308.95,0.53,0.42,2025-07-28,1811,N21,VIIRS,n,2.0NRT,292.26,1.55,N
-1.06969,104.3216,305.54,0.53,0.42,2025-07-28,1811,N21,VIIRS,n,2.0NRT,291.72,1.01,N
-0.98925,103.33331,322.6,0.41,0.45,2025-07-28,1811,N21,VIIRS,n,2.0NRT,291.54,1.85,N
-1.16938,103.33902,304.51,0.41,0.45,2025-07-28,1811,N21,VIIRS,n,2.0NRT,291.16,0.69,N
-1.32081,103.26688,298.14,0.41,0.45,2025-07-28,1811,N21,VIIRS,n,2.0NRT,280.58,0.35,N
1.0322,104.65261,342.22,0.48,0.48,2025-07-29,650,N21,VIIRS,n,2.0NRT,295.31,14.17,D
-0.98707,103.33054,300.75,0.43,0.62,2025-07-29,1752,N21,VIIRS,n,2.0NRT,287.31,1.42,N
-0.11534,104.64739,333.06,0.4,0.37,2025-07-30,631,N21,VIIRS,n,2.0NRT,299.98,3.63,D
-1.2735,103.55675,332.52,0.57,0.43,2025-07-31,612,N21,VIIRS,n,2.0NRT,294.25,11.69,D
-1.27426,103.55167,328.64,0.57,0.43,2025-07-31,612,N21,VIIRS,n,2.0NRT,292.87,11.96,D
-1.2703,103.55107,332.69,0.57,0.43,2025-07-31,612,N21,VIIRS,n,2.0NRT,294.75,14.91,D
-0.34584,104.23418,330.7,0.51,0.41,2025-07-31,612,N21,VIIRS,n,2.0NRT,294.79,6.78,D
0.06651,103.59068,327.6,0.54,0.42,2025-07-31,614,N21,VIIRS,n,2.0NRT,291.16,3.67,D
-1.17592,103.36008,301.25,0.45,0.47,2025-07-31,1853,N21,VIIRS,n,2.0NRT,280.89,0.41,N
-1.32206,103.26793,312.76,0.39,0.36,2025-08-01,1836,N21,VIIRS,n,2.0NRT,283.23,1.28,N
-1.02381,103.36099,302.01,0.39,0.36,2025-08-01,1836,N21,VIIRS,n,2.0NRT,287.07,0.99,N
-0.98884,103.33401,305.3,0.39,0.36,2025-08-01,1836,N21,VIIRS,n,2.0NRT,286.37,0.81,N
-0.98647,103.33316,295.51,0.34,0.56,2025-08-03,1758,N21,VIIRS,n,2.0NRT,269.24,0.47,N
0.30482,103.68127,329.02,0.44,0.39,2025-08-05,620,N21,VIIRS,n,2.0NRT,294.17,5.0,D
1.1041,103.93269,340.83,0.43,0.38,2025-08-05,620,N21,VIIRS,n,2.0NRT,298.69,6.55,D
1.01615,103.3778,333.69,0.45,0.39,2025-08-05,620,N21,VIIRS,n,2.0NRT,290.8,5.18,D
-0.98869,103.3313,308.08,0.44,0.38,2025-08-06,1843,N21,VIIRS,n,2.0NRT,289.04,0.64,N
-1.16756,103.33831,303.36,0.44,0.39,2025-08-06,1843,N21,VIIRS,n,2.0NRT,290.1,0.95,N
-1.32287,103.26626,305.02,0.44,0.38,2025-08-06,1843,N21,VIIRS,n,2.0NRT,290.55,0.81,N
-0.98644,103.33375,308.28,0.42,0.38,2025-08-07,1821,N21,VIIRS,n,2.0NRT,291.83,0.99,N
-1.02271,103.36259,305.22,0.42,0.38,2025-08-07,1821,N21,VIIRS,n,2.0NRT,291.88,0.54,N
-1.17004,103.33966,302.67,0.42,0.37,2025-08-07,1821,N21,VIIRS,n,2.0NRT,290.67,0.96,N
0.06546,103.56145,308.87,0.42,0.38,2025-08-07,1821,N21,VIIRS,n,2.0NRT,292.77,1.17,N
0.06579,103.56193,307.47,0.42,0.38,2025-08-07,1821,N21,VIIRS,n,2.0NRT,292.31,1.2,N
-0.98674,103.33318,305.49,0.42,0.38,2025-08-07,1821,N21,VIIRS,n,2.0NRT,291.82,0.91,N
1.04612,103.95284,322.33,0.51,0.49,2025-08-08,1804,N21,VIIRS,n,2.0NRT,291.13,3.65,N
-0.98744,103.33253,298.31,0.79,0.78,2025-08-09,1925,N21,VIIRS,n,2.0NRT,283.98,1.7,N
-0.99077,103.32991,295.49,0.79,0.78,2025-08-09,1925,N21,VIIRS,n,2.0NRT,284.36,2.15,N
-0.98875,103.33347,305.41,0.37,0.58,2025-08-10,1906,N21,VIIRS,n,2.0NRT,276.5,1.03,N
-0.98635,103.33101,301.7,0.43,0.62,2025-08-14,1752,N21,VIIRS,n,2.0NRT,285.19,1.03,N
-0.98932,103.3314,305.03,0.43,0.62,2025-08-14,1752,N21,VIIRS,n,2.0NRT,285.2,1.05,N
-1.02231,103.363,300.23,0.45,0.47,2025-08-16,1853,N21,VIIRS,n,2.0NRT,285.79,0.99,N
-1.02657,103.36231,301.06,0.45,0.47,2025-08-16,1853,N21,VIIRS,n,2.0NRT,285.5,0.77,N
-1.17504,103.49036,308.32,0.46,0.47,2025-08-16,1853,N21,VIIRS,n,2.0NRT,286.51,1.73,N
-0.11546,103.04722,327.14,0.4,0.37,2025-08-20,637,N21,VIIRS,n,2.0NRT,281.28,1.73,D
-0.98866,103.33228,301.12,0.44,0.38,2025-08-22,1843,N21,VIIRS,n,2.0NRT,287.94,1.58,N
1.07939,104.23994,336.06,0.39,0.36,2025-08-26,625,N21,VIIRS,n,2.0NRT,299.86,3.38,D
0.96432,104.58084,334.31,0.38,0.36,2025-08-26,625,N21,VIIRS,n,2.0NRT,299.55,7.72,D
0.98212,104.83028,340.62,0.38,0.36,2025-08-26,625,N21,VIIRS,n,2.0NRT,296.91,3.93,D
1.08269,104.23944,340.87,0.39,0.36,2025-08-26,625,N21,VIIRS,n,2.0NRT,300.47,3.38,D
1.22326,104.55727,333.89,0.38,0.36,2025-08-26,625,N21,VIIRS,n,2.0NRT,300.29,4.82,D
1.02062,103.96546,319.15,0.54,0.42,2025-08-27,1845,N21,VIIRS,n,2.0NRT,292.79,2.98,N
1.10773,104.48035,332.78,0.39,0.44,2025-08-27,1845,N21,VIIRS,n,2.0NRT,288.81,3.84,N
-0.9868,103.33159,302.86,0.53,0.42,2025-08-27,1847,N21,VIIRS,n,2.0NRT,288.72,0.73,N
-1.1695,103.33743,303.21,0.53,0.42,2025-08-27,1847,N21,VIIRS,n,2.0NRT,290.3,0.82,N
1.01928,103.96458,307.35,0.38,0.36,2025-08-28,1828,N21,VIIRS,n,2.0NRT,269.32,0.79,N
-1.17595,103.35992,296.42,0.39,0.36,2025-08-28,1828,N21,VIIRS,n,2.0NRT,281.23,0.45,N
-1.16941,103.33978,310.71,0.39,0.36,2025-08-28,1828,N21,VIIRS,n,2.0NRT,288.33,0.61,N
-0.1868,103.24419,331.57,0.39,0.6,2025-08-29,709,N21,VIIRS,n,2.0NRT,291.06,2.99,D
-0.0568,103.05479,367.0,0.39,0.59,2025-08-29,709,N21,VIIRS,h,2.0NRT,293.78,16.35,D
-1.16768,103.33867,303.28,0.41,0.45,2025-08-29,1811,N21,VIIRS,n,2.0NRT,286.83,0.82,N
-0.98696,103.33292,300.83,0.41,0.45,2025-08-29,1811,N21,VIIRS,n,2.0NRT,282.35,0.42,N
0.95588,104.11779,330.22,0.39,0.36,2025-08-31,631,N21,VIIRS,n,2.0NRT,284.0,2.84,D
-1.16853,103.33952,300.01,0.39,0.36,2025-09-02,1834,N21,VIIRS,n,2.0NRT,278.02,1.44,N
-1.16872,103.33968,302.76,0.49,0.4,2025-09-03,1815,N21,VIIRS,n,2.0NRT,289.93,0.78,N
-0.98828,103.33323,304.35,0.5,0.41,2025-09-03,1815,N21,VIIRS,n,2.0NRT,289.44,0.91,N
-0.98511,103.33221,300.36,0.34,0.56,2025-09-04,1758,N21,VIIRS,n,2.0NRT,279.72,0.39,N
-1.17058,103.33894,298.65,0.33,0.56,2025-09-04,1758,N21,VIIRS,n,2.0NRT,276.53,0.27,N
0.59249,103.18674,334.77,0.46,0.39,2025-09-06,620,N21,VIIRS,n,2.0NRT,295.27,4.02,D
-0.9875,103.33324,310.06,0.39,0.36,2025-09-13,1828,N21,VIIRS,n,2.0NRT,286.73,1.17,N
-1.16907,103.33978,303.71,0.39,0.36,2025-09-13,1828,N21,VIIRS,n,2.0NRT,281.44,0.52,N
-1.32411,103.26649,303.69,0.39,0.36,2025-09-13,1828,N21,VIIRS,n,2.0NRT,287.62,0.62,N
-1.20459,103.38023,304.42,0.39,0.36,2025-09-18,1834,N21,VIIRS,n,2.0NRT,284.91,0.47,N
-1.18961,103.37176,319.29,0.39,0.36,2025-09-18,1834,N21,VIIRS,n,2.0NRT,279.85,1.46,N
0.92695,104.65943,313.16,0.45,0.39,2025-09-19,1815,N21,VIIRS,n,2.0NRT,292.1,1.84,N
-0.98769,103.33256,315.46,0.5,0.41,2025-09-19,1815,N21,VIIRS,n,2.0NRT,290.17,1.63,N
-1.16803,103.33914,305.54,0.5,0.41,2025-09-19,1815,N21,VIIRS,n,2.0NRT,290.36,0.83,N
-1.20526,103.38307,304.39,0.49,0.4,2025-09-19,1815,N21,VIIRS,n,2.0NRT,289.76,0.47,N
0.59318,103.19753,334.46,0.48,0.48,2025-09-20,657,N21,VIIRS,n,2.0NRT,291.81,6.66,D
-0.66628,103.02736,332.19,0.39,0.37,2025-09-21,637,N21,VIIRS,n,2.0NRT,294.11,2.77,D
-1.17849,103.49013,305.93,0.63,0.72,2025-09-21,1919,N21,VIIRS,n,2.0NRT,287.68,1.3,N
-1.16727,103.3408,302.51,0.44,0.38,2025-09-23,1843,N21,VIIRS,n,2.0NRT,286.81,0.64,N
-1.1671,103.33829,304.23,0.42,0.38,2025-09-24,1821,N21,VIIRS,n,2.0NRT,288.7,0.82,N
-0.63086,104.39162,331.22,0.36,0.57,2025-09-25,701,N21,VIIRS,n,2.0NRT,294.34,2.75,D
-0.55712,104.38332,335.09,0.36,0.57,2025-09-25,701,N21,VIIRS,n,2.0NRT,296.36,3.23,D
0.76389,103.38726,328.25,0.32,0.55,2025-09-25,703,N21,VIIRS,n,2.0NRT,290.21,3.47,D
-1.16672,103.34023,300.47,0.52,0.5,2025-09-25,1804,N21,VIIRS,n,2.0NRT,280.79,1.16,N
-0.11409,104.64756,332.88,0.55,0.42,2025-09-26,644,N21,VIIRS,n,2.0NRT,294.35,8.39,D
0.06774,103.71892,342.88,0.4,0.37,2025-09-27,625,N21,VIIRS,l,2.0NRT,298.66,8.6,D
